epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
1,0.41457492113113403,0.4542076587677002,0.2834506928920746,0.40349099040031433
2,0.23536892235279083,0.32846689224243164,0.1805497407913208,0.3164050579071045
3,0.12307600677013397,0.2472999095916748,0.15302293002605438,0.2960900366306305
4,0.0964152067899704,0.21865591406822205,0.07481992989778519,0.1901715248823166
5,0.0703958198428154,0.18849985301494598,0.08474984765052795,0.21562469005584717
6,0.05726787820458412,0.1698945164680481,0.04708487540483475,0.14876578748226166
7,0.048467058688402176,0.15584830939769745,0.044907908886671066,0.14746519923210144
8,0.04251077398657799,0.14534138143062592,0.03619078919291496,0.13313059508800507
9,0.049563147127628326,0.15294337272644043,0.03141539543867111,0.11738038063049316
10,0.03397545963525772,0.1295124739408493,0.03283528983592987,0.12757280468940735
11,0.0330461747944355,0.12751637399196625,0.029275165870785713,0.11467292904853821
12,0.03597046062350273,0.12926967442035675,0.031158456578850746,0.1194002777338028
13,0.061158083379268646,0.15405236184597015,0.031076153740286827,0.117829330265522
14,0.03553258255124092,0.1297895312309265,0.028635552152991295,0.11652643233537674
15,0.029507486149668694,0.11995658278465271,0.026366809383034706,0.11053939163684845
16,0.02858123742043972,0.11739793419837952,0.021927550435066223,0.1004534512758255
17,0.025725586339831352,0.11127597093582153,0.026420071721076965,0.11289092153310776
18,0.025481104850769043,0.11041472852230072,0.023678861558437347,0.10244399309158325
19,0.025683481246232986,0.11046656966209412,0.02026684582233429,0.09729237854480743
20,0.02786741591989994,0.11188146471977234,0.0212128646671772,0.10152815282344818
21,0.022366680204868317,0.10264544934034348,0.023041067644953728,0.10571623593568802
22,0.02216644026339054,0.10281536728143692,0.020070461556315422,0.09570733457803726
23,0.022112013772130013,0.10240224748849869,0.021371742710471153,0.09530137479305267
24,0.021036295220255852,0.09991156309843063,0.019747836515307426,0.09773337095975876
25,0.020797908306121826,0.0992838442325592,0.017420511692762375,0.08725569397211075
26,0.020892329514026642,0.09838886559009552,0.021221095696091652,0.1046503558754921
27,0.020032647997140884,0.09601977467536926,0.019038109108805656,0.09605198353528976
28,0.019405972212553024,0.09495523571968079,0.019036637619137764,0.08954095095396042
29,0.019376177340745926,0.0943112000823021,0.016711123287677765,0.08540087193250656
30,0.02026529610157013,0.09648505598306656,0.018676910549402237,0.09121788293123245
31,0.01824858970940113,0.09164007753133774,0.019191836938261986,0.09580197930335999
32,0.01789218559861183,0.09066817164421082,0.020007062703371048,0.09720399975776672
33,0.018160687759518623,0.09166351705789566,0.020300528034567833,0.10201965272426605
34,0.017884109169244766,0.09081629663705826,0.017469460144639015,0.08988899737596512
35,0.018905334174633026,0.09141061455011368,0.01704702526330948,0.08384647220373154
36,0.016825556755065918,0.087397500872612,0.021172301843762398,0.10251344740390778
37,0.01664755307137966,0.08772145211696625,0.016198590397834778,0.0843140184879303
38,0.018550727516412735,0.09062936902046204,0.017729010432958603,0.09025871008634567
39,0.016934292390942574,0.08690044283866882,0.016740625724196434,0.08714405447244644
40,0.016419928520917892,0.08644453436136246,0.015315628610551357,0.07971344143152237
41,0.01588139869272709,0.08564780652523041,0.018697664141654968,0.0941847413778305
42,0.01626444421708584,0.08626703172922134,0.017850548028945923,0.09167802333831787
43,0.01592487283051014,0.08512800931930542,0.017215248197317123,0.08598601073026657
44,0.015845416113734245,0.08490604907274246,0.01604735478758812,0.08494308590888977
45,0.01557165291160345,0.08405963331460953,0.01685156673192978,0.08456116169691086
46,0.015458861365914345,0.08359149098396301,0.015365098603069782,0.08004643023014069
47,0.015023126266896725,0.08296103775501251,0.01618109829723835,0.08702165633440018
48,0.015420140698552132,0.08316478878259659,0.014582300558686256,0.07807715982198715
49,0.014790176413953304,0.08163734525442123,0.025247571989893913,0.11637100577354431
50,0.015521529130637646,0.08277777582406998,0.019076207652688026,0.0921480655670166
51,0.015614165924489498,0.08315819501876831,0.014898481778800488,0.07841864228248596
52,0.014284794218838215,0.08001166582107544,0.017359042540192604,0.09026292711496353
53,0.014315997250378132,0.08027516305446625,0.015216938219964504,0.08515039086341858
54,0.014178171753883362,0.08010762929916382,0.01545314397662878,0.0800086185336113
55,0.01452075969427824,0.0805874839425087,0.014288145117461681,0.07627882063388824
56,0.013881863094866276,0.07869413495063782,0.01414408814162016,0.07689967751502991
57,0.017265183851122856,0.084867462515831,0.01627340540289879,0.08348433673381805
58,0.013292389921844006,0.07690676301717758,0.013859892264008522,0.07880833745002747
59,0.013596086762845516,0.07798119634389877,0.01276189461350441,0.07202287018299103
60,0.014091200195252895,0.07963593304157257,0.01306580938398838,0.07513836026191711
61,0.013313323259353638,0.07712968438863754,0.015485284850001335,0.08212417364120483
62,0.013337521813809872,0.0772319883108139,0.01433383859694004,0.07898839563131332
63,0.013213254511356354,0.07703816890716553,0.013129576109349728,0.07255850732326508
64,0.013896728865802288,0.07881226390600204,0.015913767740130424,0.0821763351559639
65,0.012975184246897697,0.07626403123140335,0.012957567349076271,0.07387205958366394
66,0.01373482495546341,0.07807930558919907,0.012730189599096775,0.07215455174446106
67,0.012910698540508747,0.0756065621972084,0.014416849240660667,0.07873421907424927
68,0.013250472024083138,0.07641661912202835,0.013914997689425945,0.075370192527771
69,0.012938165105879307,0.07606372237205505,0.012642588466405869,0.07193168252706528
70,0.012947418726980686,0.07600796967744827,0.013373255729675293,0.07253482192754745
71,0.013125053606927395,0.07638885080814362,0.012956256046891212,0.07504988461732864
72,0.012791506014764309,0.07533479481935501,0.01418624259531498,0.07786620408296585
73,0.013465000316500664,0.07761164754629135,0.01766994409263134,0.0891597643494606
74,0.01269688829779625,0.07560572773218155,0.013376916758716106,0.07296578586101532
75,0.012770946137607098,0.07533498108386993,0.014025251381099224,0.07529880106449127
76,0.01240900531411171,0.07458073645830154,0.014407631941139698,0.07618705183267593
77,0.012621437199413776,0.07539812475442886,0.013163929805159569,0.07401090115308762
78,0.01559460535645485,0.0804968848824501,0.013424101285636425,0.07407718151807785
79,0.012134088203310966,0.07305125147104263,0.01255186740309,0.07302580773830414
80,0.012034432031214237,0.07297633588314056,0.0127169294282794,0.0726652517914772
81,0.012562270276248455,0.07465383410453796,0.013074091635644436,0.07169792056083679
82,0.01239786110818386,0.07439278066158295,0.012562280520796776,0.07241566479206085
83,0.012163872830569744,0.07387671619653702,0.013732362538576126,0.07653198391199112
84,0.012010926380753517,0.07378866523504257,0.01415019016712904,0.07857253402471542
85,0.012015125714242458,0.07342769205570221,0.01831626147031784,0.09191805869340897
86,0.011864784173667431,0.07288121432065964,0.018273934721946716,0.0869358479976654
87,0.011869421228766441,0.07328427582979202,0.012978997081518173,0.07365215569734573
88,0.011783294379711151,0.07216596603393555,0.013032078742980957,0.07262885570526123
89,0.012319603003561497,0.07383166998624802,0.012827573344111443,0.07159531861543655
90,0.011719724163413048,0.07225891947746277,0.013934108428657055,0.07637486606836319
91,0.012362566776573658,0.07373397797346115,0.013057155534625053,0.07107973098754883
92,0.011863397434353828,0.07219403237104416,0.016136767342686653,0.08504600822925568
93,0.011548005975782871,0.07188501209020615,0.011918220669031143,0.06922251731157303
94,0.011676564812660217,0.07216787338256836,0.014647550880908966,0.07422622293233871
95,0.011702214367687702,0.07213851064443588,0.011766457930207253,0.06734687834978104
96,0.012831088155508041,0.074882872402668,0.012435930781066418,0.07139676809310913
97,0.011703127063810825,0.07167217880487442,0.012424559332430363,0.07337206602096558
98,0.011455112136900425,0.07149544358253479,0.012498009949922562,0.07190223038196564
99,0.0117403669282794,0.07199908047914505,0.012036457657814026,0.0686613991856575
100,0.011135370470583439,0.07056599855422974,0.012085339985787868,0.06790200620889664
101,0.012310237623751163,0.07374004274606705,0.0140220383182168,0.07769729942083359
102,0.010906345210969448,0.07000743597745895,0.019238226115703583,0.09337005019187927
103,0.011511849239468575,0.07157642394304276,0.012071922421455383,0.07111608237028122
104,0.011197332292795181,0.07064556330442429,0.013082700781524181,0.07324782758951187
105,0.01152472011744976,0.07100757211446762,0.012070786207914352,0.0677923709154129
106,0.0164483729749918,0.07880258560180664,0.01196098979562521,0.07040470093488693
107,0.01142789050936699,0.07038072496652603,0.01291856449097395,0.07378329336643219
108,0.010933801531791687,0.06921998411417007,0.013735963962972164,0.07800115644931793
109,0.0111258365213871,0.0699564516544342,0.01216067560017109,0.0700322762131691
110,0.0114279231056571,0.07131382822990417,0.014059653505682945,0.08043406158685684
111,0.011223606765270233,0.07060933858156204,0.011531377211213112,0.067324198782444
112,0.011285669170320034,0.07036585360765457,0.012254711240530014,0.07496120780706406
113,0.011802245862782001,0.0718858540058136,0.012393825687468052,0.07253829389810562
114,0.010434117168188095,0.06837819516658783,0.012390490621328354,0.07194387167692184
115,0.011248222552239895,0.07062746584415436,0.013226884417235851,0.07255993038415909
116,0.010964795015752316,0.06924851983785629,0.01278658490628004,0.07564671337604523
117,0.010920272208750248,0.06959010660648346,0.011976904235780239,0.06897132843732834
118,0.010921396315097809,0.06975911557674408,0.012303447350859642,0.07226862013339996
119,0.011173924431204796,0.07051214575767517,0.011347858235239983,0.06763560324907303
120,0.011064049787819386,0.06942817568778992,0.013547327369451523,0.07315073907375336
121,0.0107274129986763,0.06855364888906479,0.012285708449780941,0.07296184450387955
122,0.010934947058558464,0.06966082006692886,0.013008644804358482,0.07598388940095901
123,0.010925768874585629,0.0695306733250618,0.011962099000811577,0.06797824054956436
124,0.01082204282283783,0.06938406825065613,0.014638940803706646,0.07931356877088547
125,0.011776980012655258,0.07066107541322708,0.0169601459056139,0.092854805290699
126,0.010425174608826637,0.06716123968362808,0.011828129179775715,0.068753182888031
127,0.013116821646690369,0.07400327175855637,0.01100208330899477,0.06500115990638733
128,0.010405316017568111,0.06723283976316452,0.011835979297757149,0.07137959450483322
129,0.010362411849200726,0.06794771552085876,0.011793090961873531,0.06801655143499374
130,0.01074411254376173,0.06887619942426682,0.011578223668038845,0.06929468363523483
131,0.011333128437399864,0.07028811424970627,0.012093466706573963,0.06937416642904282
132,0.010824176482856274,0.06836115568876266,0.01326801348477602,0.0772370845079422
133,0.010926412418484688,0.06904550641775131,0.013185645453631878,0.07358996570110321
134,0.010745041072368622,0.0685991570353508,0.011396785266697407,0.06648581475019455
135,0.010914291255176067,0.06957860291004181,0.015324810519814491,0.08166946470737457
136,0.010956825688481331,0.06974977254867554,0.0125902583822608,0.07227816432714462
137,0.01039265189319849,0.06791333854198456,0.011844420805573463,0.06759021431207657
138,0.011587022803723812,0.07082656770944595,0.014053348451852798,0.07885868847370148
139,0.010598348453640938,0.06779192388057709,0.011946440674364567,0.06829047203063965
140,0.010590966790914536,0.06772512197494507,0.012036661617457867,0.06804030388593674
141,0.01077932771295309,0.0686151385307312,0.012015067972242832,0.06782449781894684
142,0.0110023133456707,0.06940089911222458,0.01356277335435152,0.07369133830070496
143,0.010427074506878853,0.0670485571026802,0.011538993567228317,0.06836016476154327
144,0.010629254393279552,0.06780069321393967,0.011936192400753498,0.06809833645820618
145,0.010248670354485512,0.06714864820241928,0.011507812887430191,0.0664026141166687
146,0.010143760591745377,0.06686393171548843,0.012869889847934246,0.07322542369365692
147,0.01068798080086708,0.06772036850452423,0.012756855227053165,0.07184375077486038
148,0.010265830904245377,0.0670706182718277,0.010890454053878784,0.06565245240926743
149,0.010661217384040356,0.06787209212779999,0.010580012574791908,0.06424454599618912
150,0.010044029913842678,0.06682274490594864,0.013005252927541733,0.07225081324577332
151,0.009952893480658531,0.06673494726419449,0.013232002966105938,0.07517828792333603
152,0.01053205318748951,0.06749272346496582,0.01093438919633627,0.06812312453985214
153,0.010230832733213902,0.06728841364383698,0.011348091997206211,0.07004086673259735
154,0.010328222066164017,0.06708196550607681,0.011308801360428333,0.0677136704325676
155,0.010007458738982677,0.06671551614999771,0.011124912649393082,0.06581534445285797
156,0.009746953845024109,0.06565526872873306,0.011659045703709126,0.06808050721883774
157,0.01056890469044447,0.06826270371675491,0.011176472529768944,0.06616382300853729
158,0.009655945934355259,0.06531140208244324,0.012096459977328777,0.07000365853309631
159,0.00986077357083559,0.0661834105849266,0.011072799563407898,0.06553619354963303
160,0.01038184855133295,0.06740465760231018,0.01081149186939001,0.06529805064201355
161,0.009912705048918724,0.06569314748048782,0.01244018878787756,0.06924493610858917
162,0.01038794219493866,0.06722994148731232,0.011486775241792202,0.06714864820241928
163,0.010063661262392998,0.06574618816375732,0.010386117734014988,0.06300999224185944
164,0.009853110648691654,0.06580457836389542,0.01577206328511238,0.0858498141169548
165,0.009908610954880714,0.06612193584442139,0.014810176566243172,0.0797024816274643
166,0.010077538900077343,0.06626491993665695,0.012008321471512318,0.06772095710039139
167,0.009639090858399868,0.06532604992389679,0.011125554330646992,0.06651301681995392
168,0.010332271456718445,0.06689959019422531,0.012153820134699345,0.07094957679510117
169,0.00973048061132431,0.06557513773441315,0.010899881832301617,0.0663679987192154
170,0.009627238847315311,0.06558898836374283,0.011487963609397411,0.06992508471012115
171,0.011394652538001537,0.06892436742782593,0.012389062903821468,0.0699753537774086
172,0.009750558994710445,0.06478951126337051,0.010472276248037815,0.06463918089866638
173,0.009824543260037899,0.06507168710231781,0.011915098875761032,0.0695815309882164
174,0.009876464493572712,0.06548327207565308,0.011881737038493156,0.06916379928588867
175,0.009864742867648602,0.06577780097723007,0.014023262076079845,0.07435052841901779
176,0.01027462538331747,0.06706666946411133,0.011235740967094898,0.06767638027667999
177,0.011583924293518066,0.06802216917276382,0.030342431738972664,0.12462668865919113
178,0.01279500313103199,0.07524992525577545,0.01116280909627676,0.06647105515003204
179,0.009584031999111176,0.06469990313053131,0.009909993037581444,0.06227865070104599
180,0.009416338987648487,0.06478729844093323,0.01076632272452116,0.06395697593688965
181,0.015346648171544075,0.07876502722501755,0.019571833312511444,0.09416604042053223
182,0.012699933722615242,0.0725700706243515,0.013139399699866772,0.07463154196739197
183,0.010509882122278214,0.06763601303100586,0.010981529019773006,0.06516243517398834
184,0.010082049295306206,0.06643076241016388,0.012182807549834251,0.07180800288915634
185,0.009937704540789127,0.06624358147382736,0.011295401491224766,0.06789593398571014
186,0.010686680674552917,0.06810971349477768,0.010961098596453667,0.0656680166721344
187,0.009615318849682808,0.06536800414323807,0.011900034733116627,0.06939780712127686
188,0.010222489945590496,0.06682268530130386,0.01221509836614132,0.07249302417039871
189,0.00975668802857399,0.06529277563095093,0.015042703598737717,0.08499463647603989
190,0.009703125804662704,0.06548813730478287,0.01172445248812437,0.06939324736595154
191,0.009292780421674252,0.06434309482574463,0.010694949887692928,0.06484292447566986
192,0.009621874429285526,0.06519745290279388,0.01180126704275608,0.07017338275909424
193,0.010327066294848919,0.06729131191968918,0.010544435121119022,0.06451516598463058
194,0.009751076810061932,0.06439747661352158,0.012023739516735077,0.07036560773849487
195,0.009619629010558128,0.06489329785108566,0.011395514942705631,0.07057508826255798
196,0.009324762970209122,0.06458394229412079,0.012667536735534668,0.07314805686473846
197,0.00983912032097578,0.0651368647813797,0.010776368901133537,0.06389278173446655
198,0.009813893586397171,0.0652865394949913,0.010953628458082676,0.06619883328676224
199,0.009397940710186958,0.06442859768867493,0.010991192422807217,0.06528151780366898
200,0.009856637567281723,0.0659756064414978,0.011749422177672386,0.06750152260065079
201,0.009869419038295746,0.0650334358215332,0.011601422913372517,0.06779766082763672
202,0.00962753314524889,0.065107561647892,0.011161955073475838,0.06616349518299103
203,0.00936283078044653,0.06408442556858063,0.009985025972127914,0.06212984025478363
204,0.010082369670271873,0.06571460515260696,0.011907661333680153,0.0690932646393776
205,0.009777164086699486,0.06552182137966156,0.010590043850243092,0.06460131704807281
206,0.009747179225087166,0.06484612077474594,0.012501413933932781,0.07031816244125366
207,0.009793351404368877,0.06493387371301651,0.011502659879624844,0.0677773654460907
208,0.009632870554924011,0.0641869381070137,0.010657807812094688,0.06673917919397354
209,0.009641201235353947,0.0650390088558197,0.011164603754878044,0.066644586622715
210,0.00931805744767189,0.06456930935382843,0.012400585226714611,0.07407411932945251
211,0.009754481725394726,0.06529338657855988,0.011086947284638882,0.06767483055591583
212,0.009212185628712177,0.06338641047477722,0.010804444551467896,0.06507455557584763
213,0.009320967830717564,0.06403665244579315,0.010955004952847958,0.06612186133861542
214,0.009382971562445164,0.06399555504322052,0.010776272043585777,0.06474140286445618
215,0.009902806021273136,0.06555015593767166,0.011635569855570793,0.06791157275438309
216,0.009017560631036758,0.06273328512907028,0.010747467167675495,0.06370268762111664
217,0.00930280052125454,0.06415536254644394,0.011123353615403175,0.06805501133203506
218,0.009512616321444511,0.06482931226491928,0.013805054128170013,0.07680656015872955
219,0.009421496652066708,0.06402897089719772,0.010989422909915447,0.0672474130988121
220,0.00905709620565176,0.06350384652614594,0.011184550821781158,0.06614559888839722
221,0.009608753956854343,0.06444582343101501,0.011870989575982094,0.06825865060091019
222,0.010149302892386913,0.0656200721859932,0.013017108663916588,0.06608100980520248
223,0.009367745369672775,0.06324248760938644,0.014003744348883629,0.08207734674215317
224,0.009257422760128975,0.06308063119649887,0.010245222598314285,0.06403585523366928
225,0.00953089538961649,0.0642978847026825,0.01171774324029684,0.06750547140836716
226,0.009319272823631763,0.06425575166940689,0.01070102583616972,0.06620121002197266
227,0.009189586155116558,0.06392368674278259,0.014070811681449413,0.07662878185510635
228,0.009042820893228054,0.06327840685844421,0.010887587442994118,0.06566512584686279
229,0.00977528840303421,0.06510595232248306,0.011687420308589935,0.07041679322719574
230,0.009360537864267826,0.06326043605804443,0.011239180341362953,0.0649951919913292
231,0.009791463613510132,0.0643823966383934,0.009564909152686596,0.05963275581598282
232,0.009882819838821888,0.0653279721736908,0.01102957408875227,0.06560958921909332
233,0.008917424827814102,0.0626218393445015,0.010325952433049679,0.06251312047243118
234,0.009359503164887428,0.06342904269695282,0.009806363843381405,0.06129532307386398
235,0.009097304195165634,0.06337444484233856,0.011729596182703972,0.07277030497789383
236,0.010121665894985199,0.06551261246204376,0.009810768999159336,0.061053428798913956
237,0.009195349179208279,0.06278114020824432,0.0098471250385046,0.061166226863861084
238,0.010085894726216793,0.06564734131097794,0.01075692381709814,0.06418134272098541
239,0.00874661561101675,0.06240769475698471,0.010266134515404701,0.06455103307962418
240,0.009293203242123127,0.06360378861427307,0.010290347039699554,0.06262224167585373
241,0.009075304493308067,0.06298176944255829,0.014085748232901096,0.08076916635036469
242,0.009138109162449837,0.06334224343299866,0.010740276426076889,0.06573992222547531
243,0.009364806115627289,0.0636063814163208,0.01034878846257925,0.06622946262359619
244,0.00921692792326212,0.0631435215473175,0.010784582234919071,0.06778547912836075
245,0.010403153486549854,0.06666014343500137,0.010526387952268124,0.06400074064731598
246,0.009130551479756832,0.06292591989040375,0.010769560933113098,0.063578762114048
247,0.009389832615852356,0.06386839598417282,0.010815496556460857,0.06553979963064194
248,0.009417354129254818,0.06387505680322647,0.010891602374613285,0.06396875530481339
249,0.009310453198850155,0.063729427754879,0.011736094020307064,0.06850958615541458
250,0.009359374642372131,0.06375481933355331,0.01146744191646576,0.06488063931465149
